connection_id,changelog_id,field,field_type,field_id,from_value,from_string,to_value,to_string,_raw_data_params,_raw_data_table,_raw_data_id,_raw_data_remark
2,10697,Sprint,custom,,,,7,Sprints Sprint 1,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12454,
2,10698,Sprint,custom,,,,7,Sprints Sprint 1,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12453,
2,10699,Sprint,custom,,,,7,Sprints Sprint 1,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12451,
2,10702,Epic Link,custom,,,,10083,EE-21,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12455,
2,10707,Rank,custom,,,,,Ranked higher,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12457,
2,10709,Parent,freshrelease,,,,10063,EE-1,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12458,
2,10711,Parent,freshrelease,,,,10063,EE-1,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12459,
2,10713,Parent,freshrelease,,,,10063,EE-1,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12460,
2,10715,Parent,freshrelease,,,,10063,EE-1,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12461,
2,10716,status,freshrelease,,10000,To Do,3,In Development,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12459,
2,10717,status,freshrelease,,3,In Development,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12459,
2,10718,assignee,freshrelease,,,,5ecfbd0a47d31e0c2a15fd87,yuxiang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12459,
2,10719,assignee,freshrelease,,5ecfbd0a47d31e0c2a15fd87,yuxiang,5ecfbd0ba04d9c0c220c18d8,yanghui,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12459,
2,10720,assignee,freshrelease,,5ecfbd0ba04d9c0c220c18d8,yanghui,5ecfbd0a47d31e0c2a15fd87,yuxiang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12459,
2,10721,status,freshrelease,,10000,To Do,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12458,
2,10722,status,freshrelease,,10000,To Do,3,In Development,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12460,
2,10723,assignee,freshrelease,,,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12458,
2,10724,assignee,freshrelease,,,,5ecfbd0ba04d9c0c220c18d8,yanghui,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12460,
2,10725,assignee,freshrelease,,,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12461,
2,10726,timeestimate,freshrelease,,,,14400,14400,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12458,
2,10726,timeoriginalestimate,freshrelease,,,,14400,14400,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12458,
2,10727,timeestimate,freshrelease,,,,39600,39600,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12460,
2,10727,timeoriginalestimate,freshrelease,,,,39600,39600,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12460,
2,10728,timeestimate,freshrelease,,,,21600,21600,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12461,
2,10728,timeoriginalestimate,freshrelease,,,,21600,21600,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12461,
2,10730,Parent,freshrelease,,,,10064,EE-2,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12462,
2,10732,Parent,freshrelease,,,,10064,EE-2,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12463,
2,10734,Parent,freshrelease,,,,10064,EE-2,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12464,
2,10736,Parent,freshrelease,,,,10064,EE-2,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12465,
2,10737,assignee,freshrelease,,,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12462,
2,10738,assignee,freshrelease,,,,5ecfbd0a47d31e0c2a15fd87,yuxiang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12463,
2,10739,assignee,freshrelease,,,,5ecfbd0ba04d9c0c220c18d8,yanghui,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12464,
2,10740,assignee,freshrelease,,,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12465,
2,10741,status,freshrelease,,10000,To Do,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12462,
2,10742,status,freshrelease,,10000,To Do,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12463,
2,10743,status,freshrelease,,10000,To Do,3,In Development,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12464,
2,10744,timeestimate,freshrelease,,,,21600,21600,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12465,
2,10744,timeoriginalestimate,freshrelease,,,,21600,21600,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12465,
2,10745,timeestimate,freshrelease,,,,7200,7200,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12464,
2,10745,timeoriginalestimate,freshrelease,,,,7200,7200,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12464,
2,10746,timeestimate,freshrelease,,,,21600,21600,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12462,
2,10746,timeoriginalestimate,freshrelease,,,,21600,21600,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12462,
2,10748,Parent,freshrelease,,,,10063,EE-1,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12466,
2,10749,assignee,freshrelease,,,,5ecfbd0984083c0c12e5af8f,lin.hao,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12466,
2,10751,Parent,freshrelease,,,,10065,EE-3,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12467,
2,10753,Parent,freshrelease,,,,10065,EE-3,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12468,
2,10755,Parent,freshrelease,,,,10065,EE-3,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12469,
2,10757,Parent,freshrelease,,,,10065,EE-3,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12470,
2,10763,assignee,freshrelease,,,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12467,
2,10764,assignee,freshrelease,,,,5ecfbd0ba04d9c0c220c18d8,yanghui,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12468,
2,10765,timeestimate,freshrelease,,,,7200,7200,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12468,
2,10765,timeoriginalestimate,freshrelease,,,,7200,7200,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12468,
2,10766,assignee,freshrelease,,,,5ecfbd0ba04d9c0c220c18d8,yanghui,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12469,
2,10767,timeestimate,freshrelease,,,,7200,7200,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12469,
2,10767,timeoriginalestimate,freshrelease,,,,7200,7200,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12469,
2,10768,assignee,freshrelease,,5ecfbd0ba04d9c0c220c18d8,yanghui,5ecfbd0a47d31e0c2a15fd87,yuxiang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12468,
2,10769,assignee,freshrelease,,,,5e9711ba34f7b90c0fbc37d3,Rankin Zheng,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12443,
2,10770,assignee,freshrelease,,5e9711ba34f7b90c0fbc37d3,Rankin Zheng,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12443,
2,10771,assignee,freshrelease,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,,,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12443,
2,10772,assignee,freshrelease,,,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12470,
2,10774,status,freshrelease,,10000,To Do,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12467,
2,10775,timeestimate,freshrelease,,,,21600,21600,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12467,
2,10775,timeoriginalestimate,freshrelease,,,,21600,21600,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12467,
2,10776,timeoriginalestimate,freshrelease,,21600,21600,14400,14400,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12467,
2,10777,timeoriginalestimate,freshrelease,,7200,7200,,,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12468,
2,10778,status,freshrelease,,10000,To Do,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12468,
2,10779,status,freshrelease,,10000,To Do,3,In Development,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12469,
2,10845,assignee,freshrelease,,,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12441,
2,10846,assignee,freshrelease,,,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12442,
2,10847,assignee,freshrelease,,,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12443,
2,10848,assignee,freshrelease,,,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12444,
2,10849,assignee,freshrelease,,,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12446,
2,10850,assignee,freshrelease,,,,5ecfbd0c730ec90c1999cadf,Dingding Zhang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12445,
2,10851,assignee,freshrelease,,,,5ecfbd0aaa47a00c1997ea8e,chao.cheng,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12454,
2,10852,assignee,freshrelease,,,,5ecfbd0aaa47a00c1997ea8e,chao.cheng,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12457,
2,10853,assignee,freshrelease,,,,5ecfbd0a47d31e0c2a15fd87,yuxiang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12453,
2,10854,assignee,freshrelease,,,,5ecfbd0a47d31e0c2a15fd87,yuxiang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12452,
2,10855,assignee,freshrelease,,,,5ecfbd0a47d31e0c2a15fd87,yuxiang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12451,
2,10856,assignee,freshrelease,,,,5ecfbd0a47d31e0c2a15fd87,yuxiang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12450,
2,10857,assignee,freshrelease,,,,5ecfbd0ba04d9c0c220c18d8,yanghui,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12449,
2,10858,assignee,freshrelease,,,,5ecfbd0ba04d9c0c220c18d8,yanghui,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12448,
2,10859,assignee,freshrelease,,,,5ecfbd0ba04d9c0c220c18d8,yanghui,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12447,
2,10860,assignee,freshrelease,,,,5ecfbd0a47d31e0c2a15fd87,yuxiang,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12456,
2,10876,timeestimate,freshrelease,,,,100800,100800,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12448,
2,10876,timeoriginalestimate,freshrelease,,,,100800,100800,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12448,
2,10885,timeestimate,freshrelease,,,,14400,14400,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12450,
2,10885,timeoriginalestimate,freshrelease,,,,14400,14400,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12450,
2,10886,status,freshrelease,,10000,To Do,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12450,
2,10887,timeestimate,freshrelease,,,,14400,14400,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12451,
2,10887,timeoriginalestimate,freshrelease,,,,14400,14400,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12451,
2,10888,status,freshrelease,,10000,To Do,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12451,
2,10889,status,freshrelease,,10000,To Do,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12452,
2,10890,timeestimate,freshrelease,,,,21600,21600,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12453,
2,10890,timeoriginalestimate,freshrelease,,,,21600,21600,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12453,
2,10895,status,freshrelease,,10020,Inbox,6,Closed,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12457,
2,10898,status,freshrelease,,1,Open,3,In Development,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12456,
2,10899,status,freshrelease,,3,In Development,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12456,
2,10900,status,freshrelease,,10020,Inbox,10029,Ready for Dev,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12441,
2,10901,status,freshrelease,,10020,Inbox,10029,Ready for Dev,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12442,
2,10902,status,freshrelease,,10020,Inbox,10029,Ready for Dev,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12443,
2,10903,status,freshrelease,,10020,Inbox,10029,Ready for Dev,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12444,
2,10904,status,freshrelease,,10020,Inbox,10029,Ready for Dev,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12446,
2,10905,status,freshrelease,,10020,Inbox,10029,Ready for Dev,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12454,
2,10906,status,freshrelease,,10029,Ready for Dev,3,In Development,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12454,
2,10907,status,freshrelease,,3,In Development,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12454,
2,10908,status,freshrelease,,3,In Development,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12460,
2,10909,status,freshrelease,,3,In Development,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12464,
2,10910,status,freshrelease,,3,In Development,5,Resolved,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12469,
2,10911,status,freshrelease,,10029,Ready for Dev,3,In Development,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12441,
2,10914,Workflow,freshrelease,,10358,Sprint Workflow for EE,10414,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12448,
2,10917,status,freshrelease,,5,Resolved,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12451,
2,10917,Workflow,freshrelease,,10364,Sprint Workflow for EE,10417,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12451,
2,10918,status,freshrelease,,5,Resolved,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12452,
2,10918,Workflow,freshrelease,,10365,Sprint Workflow for EE,10418,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12452,
2,10919,Workflow,freshrelease,,10386,Sprint Workflow for EE,10419,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12470,
2,10921,status,freshrelease,,5,Resolved,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12468,
2,10921,Workflow,freshrelease,,10384,Sprint Workflow for EE,10421,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12468,
2,10922,Workflow,freshrelease,,10354,Sprint Workflow for EE,10422,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12445,
2,10923,Workflow,freshrelease,,10366,Sprint Workflow for EE,10423,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12453,
2,10924,Workflow,freshrelease,,10359,Sprint Workflow for EE,10424,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12449,
2,10925,status,freshrelease,,5,Resolved,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12459,
2,10925,Workflow,freshrelease,,10375,Sprint Workflow for EE,10425,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12459,
2,10926,Workflow,freshrelease,,10357,Sprint Workflow for EE,10426,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12447,
2,10927,status,freshrelease,,6,Closed,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12457,
2,10927,Workflow,freshrelease,,10373,Requirements Workflow for EE,10427,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12457,
2,10928,status,freshrelease,,5,Resolved,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12458,
2,10928,Workflow,freshrelease,,10374,Sprint Workflow for EE,10428,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12458,
2,10929,Workflow,freshrelease,,10377,Sprint Workflow for EE,10429,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12461,
2,10932,status,freshrelease,,5,Resolved,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12456,
2,10932,Workflow,freshrelease,,10372,Bugs Workflow for EE,10432,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12456,
2,10933,status,freshrelease,,10029,Ready for Dev,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12442,
2,10933,Workflow,freshrelease,,10351,Requirements Workflow for EE,10433,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12442,
2,10935,status,freshrelease,,10029,Ready for Dev,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12443,
2,10935,Workflow,freshrelease,,10352,Requirements Workflow for EE,10435,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12443,
2,10936,status,freshrelease,,10029,Ready for Dev,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12444,
2,10936,Workflow,freshrelease,,10353,Requirements Workflow for EE,10436,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12444,
2,10937,status,freshrelease,,5,Resolved,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12454,
2,10937,Workflow,freshrelease,,10368,Requirements Workflow for EE,10437,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12454,
2,10938,status,freshrelease,,5,Resolved,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12460,
2,10938,Workflow,freshrelease,,10376,Sprint Workflow for EE,10438,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12460,
2,10939,status,freshrelease,,5,Resolved,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12464,
2,10939,Workflow,freshrelease,,10380,Sprint Workflow for EE,10439,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12464,
2,10940,status,freshrelease,,5,Resolved,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12469,
2,10940,Workflow,freshrelease,,10385,Sprint Workflow for EE,10440,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12469,
2,10943,status,freshrelease,,5,Resolved,10000,To Do,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12463,
2,10943,Workflow,freshrelease,,10379,Sprint Workflow for EE,10443,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12463,
2,10944,Workflow,freshrelease,,10381,Sprint Workflow for EE,10444,Software Simplified Workflow for Project EE,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12465,
